route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
1010,2,5811694,General Hospital,0,444270,110204
1010,2,5811693,General Hospital,0,444269,110204
1010,2,5811692,General Hospital,0,444273,110204
1010,2,5811691,General Hospital,0,444268,110204
1010,2,5811690,General Hospital,0,444272,110204
1010,2,5811689,General Hospital,0,444271,110204
1010,2,5811688,General Hospital,0,444270,110204
1012,2,5811699,the Mission District,0,444278,110206
1012,2,5811698,the Mission District,0,444277,110206
1012,2,5811697,the Mission District,0,444276,110206
1012,2,5811696,the Mission District,0,444275,110206
1012,2,5811695,the Mission District,0,444274,110206
1012,1,5811522,the Mission District,0,444251,110206
1012,1,5811521,the Mission District,0,444249,110206
1012,1,5811520,the Mission District,0,444257,110206
1012,1,5811519,the Mission District,0,444261,110206
1012,1,5811518,the Mission District,0,444251,110206
1012,1,5811517,the Mission District,0,444249,110206
1012,1,5811516,the Mission District,0,444257,110206
1012,1,5811515,the Mission District,0,444261,110206
1012,1,5811514,the Mission District,0,444251,110206
1012,1,5811513,the Mission District,0,444249,110206
1012,1,5811511,the Mission District,0,444259,110206
1012,1,5811509,the Mission District,0,444257,110206
1012,1,5811507,the Mission District,0,444255,110206
1012,1,5811505,the Mission District,0,444261,110206
1012,1,5811503,the Mission District,0,444253,110206
1012,1,5811501,the Mission District,0,444251,110206
1012,1,5811499,the Mission District,0,444249,110206
1012,1,5811497,the Mission District,0,444259,110206
1012,1,5811495,the Mission District,0,444257,110206
1012,1,5811493,the Mission District,0,444255,110206
1012,1,5811491,the Mission District,0,444261,110206
1012,1,5811489,the Mission District,0,444253,110206
1012,1,5811487,the Mission District,0,444251,110206
1012,1,5811486,the Mission District,0,444249,110206
1012,1,5811484,the Mission District,0,444259,110206
1012,1,5811482,the Mission District,0,444257,110206
1012,1,5811480,the Mission District,0,444255,110206
1012,1,5811478,the Mission District,0,444253,110206
1012,1,5811476,the Mission District,0,444251,110206
1012,1,5811474,the Mission District,0,444249,110206
1012,1,5811472,the Mission District,0,444259,110206
1012,1,5811470,the Mission District,0,444257,110206
1012,1,5811468,the Mission District,0,444255,110206
1012,1,5811466,the Mission District,0,444253,110206
1012,1,5811464,the Mission District,0,444251,110206
1012,1,5811462,the Mission District,0,444249,110206
1012,3,5811917,the Mission District,0,444291,110206
1012,3,5811916,the Mission District,0,444281,110206
1012,3,5811915,the Mission District,0,444287,110206
1012,3,5811913,the Mission District,0,444285,110206
1012,3,5811911,the Mission District,0,444291,110206
1012,3,5811909,the Mission District,0,444283,110206
1012,3,5811907,the Mission District,0,444281,110206
1012,3,5811904,the Mission District,0,444280,110206
1012,3,5811902,the Mission District,0,444287,110206
1012,3,5811900,the Mission District,0,444285,110206
1012,3,5811898,the Mission District,0,444291,110206
1012,3,5811896,the Mission District,0,444283,110206
1012,3,5811894,the Mission District,0,444281,110206
1012,3,5811892,the Mission District,0,444280,110206
1012,3,5811890,the Mission District,0,444287,110206
1012,3,5811888,the Mission District,0,444285,110206
1012,3,5811886,the Mission District,0,444291,110206
1012,3,5811884,the Mission District,0,444283,110206
1012,3,5811882,the Mission District,0,444281,110206
1012,3,5811880,the Mission District,0,444280,110206
1012,3,5811878,the Mission District,0,444287,110206
1012,3,5811876,the Mission District,0,444285,110206
1012,3,5811874,the Mission District,0,444291,110206
1010,1,5811610,Pacific Heights,1,444256,110207
1010,1,5811608,Pacific Heights,1,444254,110207
1010,1,5811606,Pacific Heights,1,444252,110207
1010,1,5811604,Pacific Heights,1,444250,110207
1010,1,5811602,Pacific Heights,1,444248,110207
1010,1,5811600,Pacific Heights,1,444260,110207
1010,1,5811598,Pacific Heights,1,444258,110207
1010,1,5811596,Pacific Heights,1,444256,110207
1010,1,5811594,Pacific Heights,1,444254,110207
1010,1,5811592,Pacific Heights,1,444252,110207
1010,1,5811590,Pacific Heights,1,444250,110207
1010,1,5811588,Pacific Heights,1,444248,110207
1010,1,5811586,Pacific Heights,1,444260,110207
1010,1,5811584,Pacific Heights,1,444258,110207
1010,1,5811582,Pacific Heights,1,444256,110207
1010,1,5811580,Pacific Heights,1,444254,110207
1010,1,5811578,Pacific Heights,1,444252,110207
1010,1,5811576,Pacific Heights,1,444250,110207
1010,1,5811575,Pacific Heights,1,444267,110207
1010,1,5811573,Pacific Heights,1,444248,110207
1010,1,5811654,Pacific Heights,1,444260,110207
1010,1,5811571,Pacific Heights,1,444258,110207
1010,1,5811569,Pacific Heights,1,444266,110207
1010,1,5811653,Pacific Heights,1,444256,110207
1010,1,5811567,Pacific Heights,1,444263,110207
1010,1,5811565,Pacific Heights,1,444254,110207
1010,1,5811655,Pacific Heights,1,444252,110207
1010,1,5811563,Pacific Heights,1,444250,110207
1010,1,5811561,Pacific Heights,1,444248,110207
1010,1,5811559,Pacific Heights,1,444260,110207
1010,1,5811557,Pacific Heights,1,444258,110207
1010,1,5811555,Pacific Heights,1,444256,110207
1010,1,5811644,Pacific Heights,1,444252,110207
1010,3,5812005,Pacific & Van Ness,1,444286,110208
1010,3,5812003,Pacific & Van Ness,1,444290,110208
1010,3,5812001,Pacific & Van Ness,1,444282,110208
1010,3,5811999,Pacific & Van Ness,1,444288,110208
1010,3,5811997,Pacific & Van Ness,1,444286,110208
1010,3,5811995,Pacific & Van Ness,1,444284,110208
1010,3,5811993,Pacific & Van Ness,1,444290,110208
1010,3,5811991,Pacific & Van Ness,1,444282,110208
1012,2,5811721,the Mission District,0,444277,110206
1012,2,5811743,the Mission District,0,444279,110206
1012,2,5811720,the Mission District,0,444276,110206
1012,2,5811719,the Mission District,0,444275,110206
1012,2,5811718,the Mission District,0,444274,110206
1012,2,5811717,the Mission District,0,444278,110206
1012,2,5811716,the Mission District,0,444277,110206
1012,2,5811715,the Mission District,0,444279,110206
1012,2,5811714,the Mission District,0,444276,110206
1012,2,5811713,the Mission District,0,444275,110206
1012,2,5811712,the Mission District,0,444274,110206
1012,2,5811711,the Mission District,0,444278,110206
1012,2,5811710,the Mission District,0,444277,110206
1012,2,5811709,the Mission District,0,444279,110206
1012,2,5811708,the Mission District,0,444276,110206
1012,2,5811707,the Mission District,0,444275,110206
1012,2,5811706,the Mission District,0,444274,110206
1012,2,5811705,the Mission District,0,444278,110206
1012,2,5811704,the Mission District,0,444277,110206
1012,2,5811703,the Mission District,0,444279,110206
1012,2,5811702,the Mission District,0,444276,110206
1012,2,5811701,the Mission District,0,444275,110206
1012,2,5811700,the Mission District,0,444274,110206
1010,3,5811943,Pacific & Van Ness,1,444282,110208
1010,3,5811941,Pacific & Van Ness,1,444289,110208
1010,3,5811939,Pacific & Van Ness,1,444288,110208
1010,3,5811937,Pacific & Van Ness,1,444286,110208
1010,3,5811935,Pacific & Van Ness,1,444284,110208
1010,3,5811933,Pacific & Van Ness,1,444290,110208
1010,3,5811931,Pacific & Van Ness,1,444282,110208
1010,3,5811929,Pacific & Van Ness,1,444289,110208
1010,3,5811927,Pacific & Van Ness,1,444288,110208
1010,2,5811784,Pacific & Van Ness,1,444270,110208
1010,2,5811783,Pacific & Van Ness,1,444273,110208
1010,2,5811782,Pacific & Van Ness,1,444268,110208
1010,2,5811781,Pacific & Van Ness,1,444271,110208
1010,2,5811780,Pacific & Van Ness,1,444270,110208
1010,2,5811779,Pacific & Van Ness,1,444269,110208
1010,2,5811778,Pacific & Van Ness,1,444273,110208
1010,2,5811777,Pacific & Van Ness,1,444268,110208
1010,2,5811776,Pacific & Van Ness,1,444272,110208
1010,2,5811775,Pacific & Van Ness,1,444271,110208
1010,2,5811774,Pacific & Van Ness,1,444270,110208
1010,2,5811773,Pacific & Van Ness,1,444269,110208
1010,2,5811772,Pacific & Van Ness,1,444273,110208
1010,2,5811771,Pacific & Van Ness,1,444268,110208
1010,2,5811770,Pacific & Van Ness,1,444272,110208
1010,2,5811769,Pacific & Van Ness,1,444271,110208
1010,2,5811768,Pacific & Van Ness,1,444270,110208
1010,2,5811767,Pacific & Van Ness,1,444269,110208
1010,2,5811766,Pacific & Van Ness,1,444273,110208
1010,2,5811765,Pacific & Van Ness,1,444268,110208
1010,2,5811764,Pacific & Van Ness,1,444272,110208
1010,2,5811763,Pacific & Van Ness,1,444271,110208
1010,2,5811762,Pacific & Van Ness,1,444270,110208
1010,2,5811761,Pacific & Van Ness,1,444269,110208
1010,2,5811760,Pacific & Van Ness,1,444273,110208
1010,2,5811759,Pacific & Van Ness,1,444268,110208
1010,2,5811758,Pacific & Van Ness,1,444272,110208
1010,2,5811757,Pacific & Van Ness,1,444271,110208
1010,2,5811756,Pacific & Van Ness,1,444270,110208
1010,2,5811755,Pacific & Van Ness,1,444269,110208
1010,2,5811754,Pacific & Van Ness,1,444273,110208
1010,2,5811753,Pacific & Van Ness,1,444268,110208
1012,1,5811545,the Mission District,0,444259,110206
1012,1,5811543,the Mission District,0,444257,110206
1012,1,5811541,the Mission District,0,444255,110206
1012,1,5811539,the Mission District,0,444253,110206
1012,1,5811537,the Mission District,0,444251,110206
1012,1,5811535,the Mission District,0,444249,110206
1012,1,5811533,the Mission District,0,444259,110206
1012,1,5811531,the Mission District,0,444257,110206
1012,1,5811529,the Mission District,0,444255,110206
1012,1,5811527,the Mission District,0,444253,110206
1012,1,5811525,the Mission District,0,444251,110206
1012,1,5811523,the Mission District,0,444249,110206
1012,1,5811546,the Mission District,0,444259,110206
1010,1,5811630,Pacific Heights,1,444260,110207
1010,1,5811628,Pacific Heights,1,444258,110207
1010,1,5811626,Pacific Heights,1,444256,110207
1010,1,5811624,Pacific Heights,1,444254,110207
1010,1,5811622,Pacific Heights,1,444262,110207
1010,1,5811620,Pacific Heights,1,444252,110207
1010,1,5811618,Pacific Heights,1,444250,110207
1010,1,5811616,Pacific Heights,1,444248,110207
1010,1,5811614,Pacific Heights,1,444260,110207
1010,1,5811612,Pacific Heights,1,444258,110207
1012,3,5812002,Jackson & Van Ness,1,444283,110210
1012,3,5812000,Jackson & Van Ness,1,444281,110210
1012,3,5811998,Jackson & Van Ness,1,444287,110210
1012,3,5811996,Jackson & Van Ness,1,444285,110210
1012,3,5811994,Jackson & Van Ness,1,444291,110210
1012,3,5811992,Jackson & Van Ness,1,444283,110210
1012,3,5811990,Jackson & Van Ness,1,444281,110210
1012,3,5811988,Jackson & Van Ness,1,444280,110210
1012,3,5811986,Jackson & Van Ness,1,444287,110210
1012,3,5811984,Jackson & Van Ness,1,444285,110210
1012,3,5811982,Jackson & Van Ness,1,444291,110210
1012,3,5811980,Jackson & Van Ness,1,444283,110210
1012,3,5811978,Jackson & Van Ness,1,444281,110210
1012,3,5811976,Jackson & Van Ness,1,444280,110210
1012,3,5811974,Jackson & Van Ness,1,444287,110210
1012,3,5811972,Jackson & Van Ness,1,444285,110210
1012,3,5811970,Jackson & Van Ness,1,444291,110210
1012,3,5811968,Jackson & Van Ness,1,444283,110210
1012,3,5811966,Jackson & Van Ness,1,444281,110210
1012,3,5811964,Jackson & Van Ness,1,444280,110210
1012,3,5811962,Jackson & Van Ness,1,444287,110210
1012,3,5811960,Jackson & Van Ness,1,444285,110210
1012,3,5811958,Jackson & Van Ness,1,444291,110210
1012,3,5811956,Jackson & Van Ness,1,444283,110210
1012,3,5811954,Jackson & Van Ness,1,444281,110210
1012,3,5811952,Jackson & Van Ness,1,444280,110210
1012,3,5811950,Jackson & Van Ness,1,444287,110210
1012,3,5811948,Jackson & Van Ness,1,444285,110210
1012,3,5811946,Jackson & Van Ness,1,444291,110210
1012,3,5811944,Jackson & Van Ness,1,444283,110210
1012,3,5811942,Jackson & Van Ness,1,444281,110210
1012,3,5811940,Jackson & Van Ness,1,444280,110210
1012,3,5811938,Jackson & Van Ness,1,444287,110210
1012,3,5811936,Jackson & Van Ness,1,444285,110210
1012,3,5811934,Jackson & Van Ness,1,444291,110210
1012,3,5811932,Jackson & Van Ness,1,444283,110210
1012,3,5811930,Jackson & Van Ness,1,444281,110210
1012,3,5811928,Jackson & Van Ness,1,444280,110210
1012,3,5811926,Jackson & Van Ness,1,444287,110210
1012,3,5811925,Jackson & Van Ness,1,444285,110210
1012,3,5811924,Jackson & Van Ness,1,444283,110210
1010,3,5811989,Pacific & Van Ness,1,444289,110208
1010,3,5811987,Pacific & Van Ness,1,444288,110208
1010,3,5811985,Pacific & Van Ness,1,444286,110208
1010,3,5811983,Pacific & Van Ness,1,444284,110208
1010,3,5811981,Pacific & Van Ness,1,444290,110208
1010,3,5811979,Pacific & Van Ness,1,444282,110208
1010,3,5811977,Pacific & Van Ness,1,444289,110208
1010,3,5811975,Pacific & Van Ness,1,444288,110208
1010,3,5811973,Pacific & Van Ness,1,444286,110208
1010,3,5811971,Pacific & Van Ness,1,444284,110208
1010,3,5811969,Pacific & Van Ness,1,444290,110208
1010,3,5811967,Pacific & Van Ness,1,444282,110208
1010,3,5811965,Pacific & Van Ness,1,444289,110208
1010,3,5811963,Pacific & Van Ness,1,444288,110208
1010,3,5811961,Pacific & Van Ness,1,444286,110208
1010,3,5811959,Pacific & Van Ness,1,444284,110208
1010,3,5811957,Pacific & Van Ness,1,444290,110208
1010,3,5811955,Pacific & Van Ness,1,444282,110208
1010,3,5811953,Pacific & Van Ness,1,444289,110208
1010,3,5811951,Pacific & Van Ness,1,444288,110208
1010,3,5811949,Pacific & Van Ness,1,444286,110208
1010,3,5811947,Pacific & Van Ness,1,444284,110208
1010,3,5811945,Pacific & Van Ness,1,444290,110208
1012,2,5811813,Jackson & Van Ness,1,444274,110210
1012,2,5811812,Jackson & Van Ness,1,444278,110210
1012,2,5811811,Jackson & Van Ness,1,444277,110210
1012,2,5811810,Jackson & Van Ness,1,444279,110210
1012,2,5811809,Jackson & Van Ness,1,444276,110210
1012,2,5811808,Jackson & Van Ness,1,444275,110210
1012,2,5811807,Jackson & Van Ness,1,444274,110210
1012,2,5811806,Jackson & Van Ness,1,444278,110210
1012,2,5811805,Jackson & Van Ness,1,444277,110210
1012,2,5811804,Jackson & Van Ness,1,444279,110210
1012,2,5811803,Jackson & Van Ness,1,444276,110210
1012,2,5811802,Jackson & Van Ness,1,444275,110210
1012,2,5811801,Jackson & Van Ness,1,444274,110210
1012,2,5811800,Jackson & Van Ness,1,444278,110210
1012,2,5811799,Jackson & Van Ness,1,444277,110210
1012,2,5811798,Jackson & Van Ness,1,444279,110210
1012,2,5811797,Jackson & Van Ness,1,444276,110210
1012,2,5811796,Jackson & Van Ness,1,444275,110210
1012,2,5811795,Jackson & Van Ness,1,444274,110210
1012,2,5811794,Jackson & Van Ness,1,444278,110210
1012,2,5811793,Jackson & Van Ness,1,444277,110210
1012,2,5811792,Jackson & Van Ness,1,444279,110210
1012,2,5811791,Jackson & Van Ness,1,444276,110210
1012,2,5811790,Jackson & Van Ness,1,444275,110210
1012,2,5811789,Jackson & Van Ness,1,444274,110210
1012,2,5811788,Jackson & Van Ness,1,444278,110210
1012,2,5811787,Jackson & Van Ness,1,444277,110210
1012,2,5811786,Jackson & Van Ness,1,444276,110210
1012,2,5811785,Jackson & Van Ness,1,444275,110210
1012,1,5811643,Jackson & Van Ness,1,444257,110210
1012,1,5811642,Jackson & Van Ness,1,444261,110210
1012,1,5811641,Jackson & Van Ness,1,444251,110210
1012,1,5811640,Jackson & Van Ness,1,444249,110210
1012,1,5811639,Jackson & Van Ness,1,444257,110210
1012,1,5811638,Jackson & Van Ness,1,444261,110210
1012,1,5811637,Jackson & Van Ness,1,444251,110210
1012,1,5811651,Jackson & Van Ness,1,444249,110210
1012,1,5811636,Jackson & Van Ness,1,444259,110210
1012,1,5811635,Jackson & Van Ness,1,444257,110210
1012,1,5811634,Jackson & Van Ness,1,444255,110210
1012,1,5811633,Jackson & Van Ness,1,444261,110210
1010,2,5811752,Pacific & Van Ness,1,444272,110208
1010,2,5811751,Pacific & Van Ness,1,444271,110208
1010,2,5811750,Pacific & Van Ness,1,444270,110208
1010,2,5811749,Pacific & Van Ness,1,444269,110208
1010,2,5811748,Pacific & Van Ness,1,444273,110208
1010,2,5811747,Pacific & Van Ness,1,444268,110208
1010,2,5811746,Pacific & Van Ness,1,444272,110208
1010,2,5811745,Pacific & Van Ness,1,444271,110208
1010,1,5811650,Pacific & Van Ness,1,444258,110208
1010,1,5811649,Pacific & Van Ness,1,444256,110208
1010,1,5811648,Pacific & Van Ness,1,444254,110208
1010,1,5811646,Pacific & Van Ness,1,444252,110208
1010,1,5811645,Pacific & Van Ness,1,444250,110208
1010,1,5811647,Pacific & Van Ness,1,444248,110208
1012,3,5812013,Jackson & Van Ness,1,444291,110210
1012,3,5812012,Jackson & Van Ness,1,444281,110210
1012,3,5812011,Jackson & Van Ness,1,444287,110210
1012,3,5812010,Jackson & Van Ness,1,444285,110210
1012,3,5812009,Jackson & Van Ness,1,444291,110210
1012,3,5812008,Jackson & Van Ness,1,444281,110210
1012,3,5812007,Jackson & Van Ness,1,444287,110210
1012,3,5812006,Jackson & Van Ness,1,444285,110210
1012,3,5812004,Jackson & Van Ness,1,444291,110210
1012,1,5811632,Jackson & Van Ness,1,444253,110210
1012,1,5811631,Jackson & Van Ness,1,444251,110210
1012,1,5811629,Jackson & Van Ness,1,444249,110210
1012,1,5811627,Jackson & Van Ness,1,444259,110210
1012,1,5811625,Jackson & Van Ness,1,444257,110210
1012,1,5811623,Jackson & Van Ness,1,444255,110210
1012,1,5811621,Jackson & Van Ness,1,444261,110210
1012,1,5811619,Jackson & Van Ness,1,444253,110210
1012,1,5811617,Jackson & Van Ness,1,444251,110210
1012,1,5811615,Jackson & Van Ness,1,444249,110210
1012,1,5811613,Jackson & Van Ness,1,444259,110210
1012,1,5811611,Jackson & Van Ness,1,444257,110210
1012,1,5811609,Jackson & Van Ness,1,444255,110210
1012,1,5811607,Jackson & Van Ness,1,444253,110210
1012,1,5811605,Jackson & Van Ness,1,444251,110210
1012,1,5811603,Jackson & Van Ness,1,444249,110210
1012,1,5811601,Jackson & Van Ness,1,444259,110210
1012,1,5811599,Jackson & Van Ness,1,444257,110210
1012,1,5811597,Jackson & Van Ness,1,444255,110210
1012,1,5811595,Jackson & Van Ness,1,444253,110210
1012,1,5811593,Jackson & Van Ness,1,444251,110210
1012,1,5811591,Jackson & Van Ness,1,444249,110210
1012,1,5811589,Jackson & Van Ness,1,444259,110210
1012,1,5811587,Jackson & Van Ness,1,444257,110210
1012,1,5811585,Jackson & Van Ness,1,444255,110210
1012,1,5811583,Jackson & Van Ness,1,444253,110210
1012,1,5811581,Jackson & Van Ness,1,444251,110210
1012,1,5811579,Jackson & Van Ness,1,444249,110210
1012,1,5811577,Jackson & Van Ness,1,444259,110210
1012,1,5811652,Jackson & Van Ness,1,444257,110210
1012,1,5811574,Jackson & Van Ness,1,444255,110210
1012,1,5811572,Jackson & Van Ness,1,444253,110210
1012,1,5811570,Jackson & Van Ness,1,444251,110210
1012,1,5811568,Jackson & Van Ness,1,444249,110210
1012,1,5811566,Jackson & Van Ness,1,444259,110210
1012,1,5811564,Jackson & Van Ness,1,444257,110210
1012,1,5811562,Jackson & Van Ness,1,444255,110210
1012,1,5811560,Jackson & Van Ness,1,444253,110210
1012,1,5811558,Jackson & Van Ness,1,444251,110210
1012,1,5811556,Jackson & Van Ness,1,444249,110210
1012,1,5811554,Jackson & Van Ness,1,444259,110210
1012,3,5811923,Jackson & Van Ness,1,444281,110210
1012,2,5811834,Jackson & Van Ness,1,444279,110210
1012,2,5811833,Jackson & Van Ness,1,444275,110210
1012,2,5811832,Jackson & Van Ness,1,444278,110210
1012,2,5811831,Jackson & Van Ness,1,444277,110210
1012,2,5811830,Jackson & Van Ness,1,444279,110210
1012,2,5811829,Jackson & Van Ness,1,444275,110210
1012,2,5811828,Jackson & Van Ness,1,444278,110210
1012,2,5811744,Jackson & Van Ness,1,444277,110210
1012,2,5811827,Jackson & Van Ness,1,444279,110210
1012,2,5811826,Jackson & Van Ness,1,444276,110210
1012,2,5811825,Jackson & Van Ness,1,444275,110210
1012,2,5811824,Jackson & Van Ness,1,444278,110210
1012,2,5811823,Jackson & Van Ness,1,444277,110210
1012,2,5811822,Jackson & Van Ness,1,444279,110210
1012,2,5811821,Jackson & Van Ness,1,444276,110210
1012,2,5811820,Jackson & Van Ness,1,444275,110210
1012,2,5811819,Jackson & Van Ness,1,444274,110210
1012,2,5811818,Jackson & Van Ness,1,444278,110210
1012,2,5811817,Jackson & Van Ness,1,444277,110210
1012,2,5811816,Jackson & Van Ness,1,444279,110210
1012,2,5811815,Jackson & Van Ness,1,444276,110210
1012,2,5811814,Jackson & Van Ness,1,444275,110210
9159,1,5812506,Mission & 30th Street,1,444306,110220
9159,1,5812531,Mission & 30th Street,1,444322,110220
9159,1,5812497,Mission & 30th Street,1,444314,110220
9159,1,5812494,Mission & 30th Street,1,444309,110220
9159,1,5812491,Mission & 30th Street,1,444305,110220
9159,1,5812409,Mission & 30th Street,1,444323,110220
9159,1,5812407,Mission & 30th Street,1,444320,110220
9159,1,5812498,Downtown,1,444325,110218
9159,1,5812370,Downtown,1,444320,110218
9159,1,5812523,Downtown,1,444308,110218
9159,1,5812445,Downtown,1,444317,110218
9159,1,5812434,Downtown,1,444316,110218
9159,1,5812431,Downtown,1,444318,110218
9159,1,5812488,Downtown,1,444313,110218
9159,1,5812402,Downtown,1,444315,110219
9159,1,5812400,Downtown,1,444313,110219
9159,1,5812398,Downtown,1,444311,110219
9159,1,5812396,Downtown,1,444309,110219
9159,1,5812394,Downtown,1,444307,110219
9159,1,5812392,Downtown,1,444304,110219
